,road,idx,lrp,lat,lon
49390,Z7041,56,LRP020b,22.9365274,89.6504444
49392,Z7043,56,LRP023d,22.840388600000004,89.3908608
49397,Z7057,56,LRP024a,23.2601667,89.27155490000001
49400,Z7102,56,LRP031,23.5768882,89.6126111
49402,Z7106,56,LRP036a,23.7836663,89.4750827
49403,Z7108,56,LRP035,23.5105833,89.9321938
49405,Z7404,56,LRP021,23.6684716,89.1059167
49406,Z7405,56,LRP017a,23.6768327,89.280666
49415,Z7456,56,LRPE,23.7680271,88.945583
49419,Z7461,56,LRP023,23.9593333,88.819416
49428,Z7489,56,LRP022a,23.507,88.9947774
49430,Z7502,56,LRP020c,23.036944100000003,89.60547220000001
49434,Z7506,56,LRP016a,23.2402219,89.5354719
49436,Z7552,56,LRP018b,22.8726104,89.0720271
49437,Z7553,56,LRP021b,22.8330549,89.2122778
49438,Z7602,56,LRP028a,22.5034444,89.0125
49439,Z7603,56,LRP023b,22.5491108,89.17191600000001
49440,Z7604,56,LRP020,22.6792493,89.29991629999999
49442,Z7606,56,LRP028a,22.5790271,89.5063333
49447,Z7615,56,LRPE,22.6882497,89.3074722
49449,Z7618,56,LRP018a,22.3986663,89.1851108
49450,Z7619,56,LRP025,22.9111389,89.1383608
49451,Z7701,56,LRP021a,22.4694438,89.6580556
49452,Z7702,56,LRP022a,22.433888600000003,89.83072159999999
49454,Z7704,56,LRP018a,22.738138600000003,89.96086109999999
49457,Z7707,56,LRP014d,22.6950274,89.9994441
49458,Z7708,56,LRP014a,22.7212771,89.8467219
49460,Z7710,56,LRP010a,22.8099167,90.0948052
49464,Z7717,56,LRP022b,22.55875,89.6540833
49467,Z7801,56,LRP019d,22.7968608,89.7595
49470,Z8004,56,LRP015b,23.5504722,90.3393052
49473,Z8011,56,LRP022b,23.2643056,90.2183604
49474,Z8012,56,LRP021b,23.3672216,90.2542778
49477,Z8031,56,LRP016,22.975166,90.0814993
49478,Z8032,56,LRP023,23.170416,90.02583270000001
49479,Z8033,56,LRP020e,22.7716938,90.1376663
49480,Z8034,56,LRP019c,22.8972219,90.3888886
49481,Z8035,56,LRP022b,23.0595278,90.1368886
49482,Z8037,56,LRP019b,22.7341386,90.1830271
49485,Z8043,56,LRP032c,22.7408608,90.4500556
49486,Z8044,56,LRP026a,22.4897219,90.4040833
49491,Z8052,56,LRP021a,22.3556111,90.2694993
49495,Z8056,56,LRP019,22.5484997,90.2593333
49497,Z8058,56,LRP015a,22.5239438,90.2192493
49500,Z8065,56,LRP021b,23.3682216,90.2973052
49502,Z8121,56,LRP025,23.4626111,90.536583
49512,Z8402,56,LRP023,23.5556667,89.9802771
49522,Z8430,56,LRP018,23.0024444,89.9679993
49527,Z8603,56,LRP017,23.041888600000004,90.1595
49534,Z8701,56,LRP015,22.3672216,89.96369440000001
49537,Z8704,56,LRP015a,22.7658333,90.1889719
49538,Z8705,56,LRPE,22.4023889,90.1218604
49540,Z8708,56,LRP014,22.4661667,90.1518056
49542,Z8713,56,LRP012a,22.526666,90.0591667
49543,Z8716,56,LRP012f,22.7110833,90.1118333
49545,Z8740,56,LRP003d,22.4248604,90.0903052
49549,Z8806,56,LRP020,22.4259438,90.5143056
49550,Z8810,56,LRP021b,22.4069722,90.2512778
49551,Z8814,56,LRP022a,22.2827216,89.9600833
49555,Z8910,56,LRP023,22.5453052,90.5144167
49560,N1,57,LRP022a,23.6242216,90.6055278
49562,N102,57,LRP026a,23.6505,90.9713327
49564,N104,57,LRP026,22.9539167,91.2010833
49565,N105,57,LRP026,23.8663333,90.5143611
49566,N106,57,LRP018a,22.5162222,91.8545278
49568,N108,57,LRP013e,22.152777800000003,92.1801938
49582,N2,57,LRP028,23.8668882,90.6685271
49584,N204,57,LRP023,24.1703882,91.4986941
49587,N207,57,LRP023a,24.3084167,91.7265827
49588,N208,57,LRP020c,24.5719993,91.8884441
49594,N3,57,LRP030a,24.0633056,90.3884997
49598,N4,57,LRP027,24.0946941,90.1705549
49599,N401,57,LRP026a,24.7533333,90.2163056
49600,N402,57,LRP019a,25.1358052,90.1929997
49607,N5,57,LRP027b,23.9078333,90.2088056
49609,N502,57,LRP033b,24.5715271,89.2154444
49613,N506,57,LRP023b,25.8031667,89.4462219
49614,N507,57,LRP017,24.3776382,89.4016667
49616,N509,57,LRP023a,25.9250827,89.34597190000001
49628,N6,57,LRP035,24.0299993,89.32002709999999
49630,N603,57,LRP013,24.4074722,88.6150556
49633,N7,57,LRP022b,23.6296382,89.76405559999999
49635,N702,57,LRP029a,23.3620833,89.35475
49637,N704,57,LRP023a,23.7319438,89.146833
49639,N706,57,LRP025c,23.0581111,88.99938859999999
49642,N709,57,LRP018b,22.7856663,89.53866629999999
49648,N8,57,LRP017a,23.6037222,90.3218604
49652,N804,57,LRP023,23.5407497,89.86211109999999
49653,N805,57,LRP015,23.3376386,89.87944379999999
49654,N806,57,LRP021b,23.1698604,89.5126944
49656,N809,57,LRP034c,22.7292216,90.6342497
49661,R114,57,LRP030b,23.931166,90.7246938
49663,R140,57,LRP028,23.2676104,91.0327216
49664,R141,57,LRP022a,23.1619722,91.1262216
49665,R142,57,LRP023a,23.0596389,90.9928608
49671,R151,57,LRP015b,22.9047222,91.6288604
49672,R152,57,LRP022,22.9826382,91.7622778
49673,R160,57,LRP019,22.6484719,91.794583
49674,R161,57,LRP030,22.4089167,92.1570556
49675,R162,57,LRP038b,22.9230271,92.0124444
49676,R163,57,LRP023,22.4600833,92.0351386
49678,R170,57,LRP016b,22.2237216,91.8919441
49684,R203,57,LRP023,23.7748327,90.76175
49686,R211,57,LRP020b,24.1495552,90.7069444
49687,R212,57,LRP017f,24.164027800000003,90.8310271
49688,R220,57,LRP022a,24.2175549,91.2246382
49691,R240,57,LRP023,24.4333608,91.446083
49692,R241,57,LRP022c,24.7548611,91.5495274
49696,R250,57,LRP031a,24.8975552,92.1331382
49698,R280,57,LRP021,24.9301938,91.6824716
49699,R281,57,LRP019b,24.5129722,92.0176938
49700,R282,57,LRP015,24.5323882,92.2155
49702,R301,57,LRP025,23.9391108,90.6212493
49705,R310,57,LRP020a,24.0247771,90.5936386
49707,R312,57,LRP021d,24.1476663,90.5833608
49708,R313,57,LRP027,24.1280827,90.581416
49709,R314,57,LRP020a,24.279916,90.55825
49710,R315,57,LRP033a,24.0638611,90.2055
49713,R360,57,LRP024,24.6414163,90.6096667
49715,R370,57,LRP028,24.8523056,90.6178049
49716,R371,57,LRP025b,24.952777800000003,90.3588889
49720,R460,57,LRP023a,25.0782771,90.0366108
49721,R480,57,LRP020a,24.4578056,89.84127740000001
49722,R504,57,LRP021a,23.8135556,90.078166
49723,R506,57,LRP020f,23.9893052,89.8459441
49726,R545,57,LRP026,24.851083300000003,89.1286104
49728,R547,57,LRP027,25.01,88.8076667
49729,R548,57,LRP036a,24.5319438,88.96175
49730,R549,57,LRP017c,25.085638600000003,88.9906108
49731,R550,57,LRP020,25.0611944,89.17947159999999
49733,R556,57,LRP016,25.5831104,89.1279438
49736,R560,57,LRP031a,26.0285827,89.0214438
49738,R585,57,LRP027a,25.3021111,89.21611109999999
49741,R601,57,LRP039,23.8339997,89.54591629999999
49744,R604,57,LRP028a,24.2520833,89.32497159999998
49748,R685,57,LRP022a,24.5528889,88.6471663
49749,R710,57,LRP028a,23.7506111,89.4784993
49753,R720,57,LRP024b,23.3242216,89.4949997
49755,R745,57,LRP021b,23.8976663,88.8932774
49757,R747,57,LRP025b,23.768166,88.9459997
49758,R748,57,LRP030b,23.4295271,88.82427709999999
49759,R749,57,LRP023a,23.6434163,88.64697190000001
49760,R755,57,LRP025a,22.9292493,89.2200827
49761,R760,57,LRP028,22.8325827,89.3180827
49762,R765,57,LRP023,22.8831382,89.02705490000001
49763,R770,57,LRP022a,22.6373608,89.820166
49769,R812,57,LRP024b,23.509,90.4329993
49772,R820,57,LRP030,23.6528333,90.1840274
49775,R850,57,LRP036b,23.0163889,89.83538859999999
49777,R860,57,LRP016,23.177166,90.2827216
49779,R870,57,LRP020c,22.6427774,90.1829438
49780,R880,57,LRP025,22.1673604,90.2550556
49781,R881,57,LRP029b,21.9056111,90.143833
49782,R890,57,LRP032,22.4894997,90.7431941
49784,Z1001,57,LRP009e,21.4303327,92.1647778
49786,Z1004,57,LRP011c,21.631749300000003,91.9216382
49787,Z1005,57,LRP025,21.7202216,92.2328882
49788,Z1007,57,LRP013,21.8691104,92.1456386
49791,Z1012,57,LRP012e,22.4516111,91.9685271
49792,Z1013,57,LRP018a,22.0328604,92.1202493
49794,Z1017,57,LRP018,23.6245271,90.9692493
49796,Z1019,57,LRP017,22.0862219,91.9546944
49800,Z1026,57,LRP018a,22.25275,92.1506389
49803,Z1030,57,LRP021,23.957555600000003,91.2806104
49804,Z1031,57,LRP022c,23.0370552,91.5222216
49806,Z1033,57,LRP022c,23.2214438,91.4479163
49807,Z1034,57,LRP023,22.8581389,91.4241382
49808,Z1035,57,LRP018,23.177666,91.45575
49814,Z1041,57,LRP023,23.6446663,91.107
49815,Z1042,57,LRP021a,23.6194438,90.9293049
49817,Z1044,57,LRP021a,23.3830271,90.8584722
49821,Z1048,57,LRP019a,23.1287216,91.2294993
49825,Z1052,57,LRP022a,23.3906663,91.067666
49834,Z1062,57,LRPE,23.4390552,90.6371108
49837,Z1065,57,LRP018b,22.3786938,91.9464719
49839,Z1069,57,LRP039,23.4752771,90.6904997
49840,Z1070,57,LRP013,22.2110833,91.9312493
49843,Z1076,57,LRP015d,21.7886663,91.8514722
49844,Z1081,57,LRP019a,22.9696382,91.4758327
49846,Z1084,57,LRP040,22.6156111,91.6108056
49852,Z1098,57,LRP018a,21.2723604,92.0500278
49865,Z1130,57,LRP022c,21.5191938,92.16175
49869,Z1134,57,LRP013,22.9916108,91.5091111
49874,Z1205,57,LRP018,23.6668049,90.8184438
49875,Z1206,57,LRP017a,23.786638600000003,90.9921386
49880,Z1221,57,LRP020c,23.766305600000003,90.9220827
49881,Z1401,57,LRP025,23.3243604,91.9813882
49882,Z1402,57,LRP018a,23.3561944,90.7637222
49884,Z1405,57,LRP029b,22.7270271,90.9006944
49885,Z1407,57,LRP023b,23.1309438,90.9158611
49894,Z1421,57,LRP026,22.9579722,91.2210549
49895,Z1422,57,LRP022,23.076666,90.845833
49900,Z1429,57,LRP022a,22.8651667,90.9329716
49901,Z1430,57,LRP020b,23.1593889,90.9616389
49910,Z1441,57,LRP024,22.8971108,91.2777493
49914,Z1445,57,LRP016d,23.335888600000004,90.7579722
49925,Z1510,57,LRP021a,23.0111389,90.9632778
49928,Z1603,57,LRP024a,23.2545556,92.1081944
49929,Z1604,57,LRP025d,23.2932497,91.9004444
49930,Z1605,57,LRP028a,23.0438052,92.1373608
49932,Z1608,57,LRP030a,23.2303882,91.8104722
49933,Z1610,57,LRP041a,23.3708049,91.8920552
49939,Z1619,57,LRP013a,22.6234438,91.8449441
49949,Z1811,57,LRP024,22.067166,92.269916
49950,Z1812,57,LRP010d,22.067416,92.30536109999998
49951,Z1813,57,LRP019,22.1835274,92.3367497
49954,Z2002,57,LRP019b,24.381749300000003,91.9015556
49955,Z2003,57,LRP019e,24.3726104,91.8944997
49959,Z2011,57,LRP013b,25.0320271,92.2341386
49960,Z2012,57,LRP013c,25.0906108,91.993083
49961,Z2013,57,LRP020a,24.6921663,91.8336108
49963,Z2016,57,LRP017c,24.9104444,91.731416
49969,Z2036,57,LRP009,23.9984441,90.7045
49975,Z2044,57,LRP020a,24.0899719,90.6514444
49988,Z2801,57,LRP017e,25.0580833,91.7910552
49989,Z2802,57,LRP021,25.028166,91.5985274
49990,Z2804,57,LRP015c,25.1000833,91.3040833
49991,Z2805,57,LRP018a,25.0446108,90.9931941
49993,Z2807,57,LRP028a,24.7504444,91.3484441
49997,Z2811,57,LRP014i,25.0755271,91.4396941
50000,Z2822,57,LRPE,24.3645,91.96025
50001,Z2823,57,LRP015,24.4739438,92.147083
50002,Z2824,57,LRP013d,24.5085833,92.0391663
50003,Z2831,57,LRP015a,24.714777800000004,91.9320549
50005,Z2834,57,LRP116b,25.176499300000003,90.3214438
50019,Z3030,57,LRP026,24.3191104,90.1704438
50021,Z3032,57,LRP019b,24.5612222,90.2559444
50022,Z3033,57,LRP027,24.5302493,90.5115833
50023,Z3034,57,LRP018a,24.5630833,90.5552778
50026,Z3037,57,LRP036a,24.4644722,90.0871941
50029,Z3040,57,LRP016,25.1527222,90.2890274
50032,Z3601,57,LRP026a,24.264527800000003,91.0414997
50033,Z3602,57,LRP019,24.3283882,90.88022159999998
50034,Z3603,57,LRP026b,24.4541111,90.9691382
50035,Z3604,57,LRP015a,24.4133056,90.6394441
50040,Z3615,57,LRP018b,24.7151389,90.515
50044,Z3701,57,LRP023a,24.735833,90.8869997
50045,Z3703,57,LRP019a,25.0674716,90.8823327
50046,Z3704,57,LRP025,24.9268049,90.6136944
50048,Z3706,57,LRP018,24.714527800000003,90.7782493
50049,Z3707,57,LRP019,24.9483608,90.57730490000002
50052,Z3710,57,LRP019c,24.7443608,90.626166
50053,Z3711,57,LRP025,25.1683604,90.3414719
50054,Z3712,57,LRP018,25.0934163,90.5033056
50059,Z4012,57,LRP018,24.2475274,90.1311938
50061,Z4016,57,LRP022a,24.324166,90.1670827
50063,Z4018,57,LRP028,24.5878052,89.91980490000002
50066,Z4021,57,LRP022c,25.0406663,89.81872159999999
50067,Z4022,57,LRP023c,24.9121944,89.7453052
50071,Z4101,57,LRP028a,24.7873052,90.1572222
50078,Z4606,57,LRP027,25.1914719,89.868916
50082,Z4610,57,LRP010c,24.9726938,90.2031111
50084,Z4615,57,LRP025,25.3599722,89.7667771
50085,Z4616,57,LRP017b,25.1923608,90.0445274
50091,Z5002,57,LRP022a,26.031916,88.27322159999999
50092,Z5003,57,LRP027a,26.1111389,88.778666
50095,Z5006,57,LRP024a,25.7807771,88.4758327
50097,Z5008,57,LRP023,25.8993052,88.80363890000001
50099,Z5010,57,LRP018,25.686083,89.32797159999998
50103,Z5015,57,LRP022,25.8367497,89.0124167
50104,Z5018,57,LRP020,25.9034722,89.0911386
50106,Z5020,57,LRP017,25.8655278,89.175666
50107,Z5021,57,LRP023,26.189583,88.69277740000001
50111,Z5025,57,LRP027,25.6674716,89.03097159999999
50114,Z5032,57,LRP015b,24.8784438,89.51186109999999
50116,Z5035,57,LRP021,25.0192493,89.52880490000001
50117,Z5039,57,LRP021,24.9753604,89.2258604
50123,Z5046,57,LRP020d,24.3954441,89.3976108
50135,Z5061,57,LRP024c,24.0582222,90.0801104
50138,Z5064,57,LRP017,23.7672771,89.9207771
50140,Z5069,57,LRP022,23.6717771,90.3403886
50142,Z5072,57,LRP018c,24.8006111,89.4941386
50144,Z5075,57,LRP018b,25.4169438,89.30247220000001
50146,Z5202,57,LRP019b,24.7894441,89.1962497
50147,Z5207,57,LRP018a,24.6616944,89.11313890000001
50148,Z5209,57,LRP027c,24.3683882,89.24252740000001
50149,Z5210,57,LRP031,24.5372774,88.90347220000001
50150,Z5211,57,LRP027g,24.3736382,89.2446941
50153,Z5401,57,LRP023a,24.6213327,89.64355520000001
50155,Z5403,57,LRP018d,24.3450274,89.56488890000001
50162,Z5452,57,LRP023a,24.9718327,88.9382219
50163,Z5456,57,LRP025b,25.0208327,88.568916
50164,Z5463,57,LRP020,24.811,88.70391670000001
50168,Z5471,57,LRP019b,24.7573611,89.1576944
50172,Z5503,57,LRP021b,25.277916,89.0128333
50176,Z5508,57,LRP019,24.967416,89.0128056
50177,Z5509,57,LRP020c,25.1699993,89.1493886
50180,Z5552,57,LRP021,25.1657222,89.5855274
50182,Z5554,57,LRP023d,25.1663611,89.4381941
50189,Z5613,57,LRP019c,25.4905552,89.5914719
50191,Z5616,57,LRP017,25.9459719,89.5576667
50193,Z5621,57,LRP019a,25.643888600000004,89.61586109999999
50194,Z5622,57,LRP031,26.0461108,89.68466629999999
50196,Z5624,57,LRP023b,26.0008333,89.7880552
50197,Z5701,57,LRP017,25.9893608,88.9728882
50198,Z5703,57,LRP027,26.1981108,88.92316600000001
50200,Z5706,57,LRP022a,26.2456663,88.8069444
50210,Z5855,57,LRP014c,25.1346663,89.2044167
50211,Z5856,57,LRP016,25.2508889,89.1551667
50212,Z5857,57,LRP019,25.647638600000004,88.919416
50219,Z6004,57,LRP024,24.5603611,88.8271382
50220,Z6005,57,LRP023a,24.5143056,88.8444441
50221,Z6006,57,LRP023,24.2108611,88.8036944
50222,Z6010,57,LRP019a,24.4846108,88.7135278
50230,Z6021,57,LRP020,24.1617222,89.4383608
50244,Z6802,57,LRP029,24.8452497,88.2993608
50246,Z6805,57,LRP026b,24.9403886,88.18499969999999
50247,Z6806,57,LRP017b,24.7142222,88.2857219
50248,Z6809,57,LRP020b,24.518166,88.4641667
50251,Z6813,57,LRP026c,24.6731938,88.42102709999999
50257,Z6852,57,LRP022a,24.8631389,88.57477709999999
50259,Z6855,57,LRP022,24.4359997,88.45872220000001
50260,Z6856,57,LRP025a,24.6126111,88.8209716
50261,Z7001,57,LRP029a,23.3180271,89.71086109999999
50263,Z7004,57,LRP029a,23.362777800000003,89.8132778
50269,Z7021,57,LRP019,23.3703049,89.2040556
50270,Z7023,57,LRP023,23.3484163,88.7872219
50272,Z7030,57,LRP023,23.00475,89.4724993
50274,Z7040,57,LRP025b,22.9483608,89.6339163
50275,Z7041,57,LRP021,22.9470552,89.6641667
50277,Z7043,57,LRP023e,22.8387219,89.3904441
50282,Z7057,57,LRP024b,23.2582778,89.27447159999998
50285,Z7102,57,LRP032,23.5740271,89.619166
50287,Z7106,57,LRP037,23.7844997,89.47452709999999
50288,Z7108,57,LRP035a,23.5073056,89.9354997
50290,Z7404,57,LRP022,23.6765271,89.10647220000001
50291,Z7405,57,LRP017b,23.6766104,89.282166
50304,Z7461,57,LRP024,23.9544722,88.8115833
50313,Z7489,57,LRP023,23.5056667,88.99213859999999
50315,Z7502,57,LRP021,23.0369163,89.6057222
50319,Z7506,57,LRP016b,23.2406663,89.5336663
50321,Z7552,57,LRP018c,22.8708882,89.0667216
50322,Z7553,57,LRP021c,22.8323327,89.2156667
50323,Z7602,57,LRP029,22.4989719,89.0119444
50324,Z7603,57,LRP024,22.5476108,89.1735271
50325,Z7604,57,LRP020a,22.671971600000003,89.2963608
50327,Z7606,57,LRP028b,22.5754716,89.49922190000001
50334,Z7618,57,LRP018b,22.3969719,89.185333
50335,Z7619,57,LRP025a,22.9112222,89.13833299999999
50336,Z7701,57,LRP021b,22.4692493,89.6579444
50337,Z7702,57,LRP023,22.4302771,89.8299993
50339,Z7704,57,LRP018b,22.7408052,89.9605278
50342,Z7707,57,LRP015,22.6950274,89.9994441
50343,Z7708,57,LRP014b,22.7231938,89.8459997
50345,Z7710,57,LRP010b,22.8115278,90.092833
50349,Z7717,57,LRP023,22.5543611,89.65308329999999
50352,Z7801,57,LRP020,22.796583,89.7564444
50355,Z8004,57,LRP015c,23.5505,90.3390552
50358,Z8011,57,LRP023,23.2649722,90.2235549
50359,Z8012,57,LRP021c,23.3672771,90.25425
50362,Z8031,57,LRP016a,22.9750827,90.0789993
50363,Z8032,57,LRP024,23.1790549,90.02677709999999
50364,Z8033,57,LRP021,22.7716938,90.13727740000002
50365,Z8034,57,LRP020,22.8975274,90.3888886
50366,Z8035,57,LRP022c,23.0591667,90.139583
50367,Z8037,57,LRP019c,22.7363052,90.1810549
50370,Z8043,57,LRP032d,22.737944100000004,90.4500833
50371,Z8044,57,LRP026b,22.4897497,90.4037222
50376,Z8052,57,LRP021b,22.3562778,90.2714438
50380,Z8056,57,LRP019a,22.5474163,90.2591389
50382,Z8058,57,LRP015b,22.5219438,90.217416
50385,Z8065,57,LRP022,23.376166,90.2960274
50387,Z8121,57,LRP026,23.4714438,90.5366663
50397,Z8402,57,LRP023a,23.5548611,89.9831382
50407,Z8430,57,LRP018a,23.0036389,89.97027709999999
50412,Z8603,57,LRP017a,23.0379441,90.1598611
50419,Z8701,57,LRP015a,22.3660833,89.955
50422,Z8704,57,LRP015b,22.7660556,90.1888608
50425,Z8708,57,LRP014a,22.4634722,90.1521667
50427,Z8713,57,LRP012b,22.524721600000003,90.05888890000001
50428,Z8716,57,LRP012g,22.7124722,90.1118611
50430,Z8740,57,LRP003e,22.427166,90.0887774
50434,Z8806,57,LRP020a,22.4255827,90.5211104
50435,Z8810,57,LRP021c,22.4058889,90.2506389
50436,Z8814,57,LRP022b,22.289083,89.9586667
50440,Z8910,57,LRP024,22.5371941,90.5175827
50445,N1,58,LRP022b,23.6224993,90.6066944
50447,N102,58,LRP027,23.6532778,90.9728327
50449,N104,58,LRP027,22.95325,91.191083
50450,N105,58,LRP026a,23.8680271,90.5120556
50451,N106,58,LRP018b,22.51625,91.8547778
50453,N108,58,LRP013f,22.1539722,92.1797493
50467,N2,58,LRP028a,23.8679993,90.668166
50469,N204,58,LRP023a,24.1721382,91.5000833
50472,N207,58,LRP024,24.308527800000004,91.7270549
50473,N208,58,LRP020d,24.573166,91.8888608
50479,N3,58,LRP030b,24.0664167,90.3895552
50483,N4,58,LRP027a,24.096888600000003,90.1664722
50484,N401,58,LRP027,24.7561111,90.224416
50485,N402,58,LRP020,25.1370274,90.1938052
50492,N5,58,LRP027c,23.9077778,90.20825
50494,N502,58,LRP034,24.5693604,89.21288890000001
50498,N506,58,LRP024,25.8058333,89.4466108
50499,N507,58,LRP017a,24.3770271,89.39902740000001
50501,N509,58,LRP024,25.927249300000003,89.3398886
50513,N6,58,LRP035a,24.0286938,89.31513890000001
50515,N603,58,LRP013a,24.4074444,88.6150278
50518,N7,58,LRP023,23.6282493,89.7649722
50520,N702,58,LRP029b,23.3651111,89.35938890000001
50522,N704,58,LRP024,23.7356663,89.13880520000001
50524,N706,58,LRP026,23.0581111,88.998333
50527,N709,58,LRP018c,22.785388600000005,89.5396941
50533,N8,58,LRP017b,23.6035833,90.3217493
50537,N804,58,LRP023a,23.546083,89.85647220000001
50538,N805,58,LRP015a,23.3373608,89.8791938
50539,N806,58,LRP022,23.1703882,89.51236109999999
50541,N809,58,LRP035,22.7292771,90.6343052
50546,R114,58,LRP030c,23.9311938,90.7262216
50548,R140,58,LRP029,23.2658333,91.0231382
50549,R141,58,LRP023,23.1592778,91.1259993
50550,R142,58,LRP024,23.0594444,90.987833
50556,R151,58,LRP015c,22.90275,91.6310827
50557,R152,58,LRP022a,22.9827216,91.7678604
50558,R160,58,LRP019a,22.6536944,91.7916663
50559,R161,58,LRP031,22.4021667,92.1527222
50560,R162,58,LRP039,22.9248882,92.0130556
50561,R163,58,LRP023a,22.4630556,92.0422497
50563,R170,58,LRP016c,22.2233049,91.8894441
50569,R203,58,LRP024,23.7784993,90.768416
50571,R211,58,LRP021,24.15125,90.7085556
50572,R212,58,LRP017g,24.164027800000003,90.8310827
50573,R220,58,LRP022b,24.220249300000003,91.2270827
50576,R240,58,LRP023a,24.4358886,91.4483608
50577,R241,58,LRP023,24.7553333,91.5496663
50581,R250,58,LRP031b,24.8991108,92.137833
50583,R280,58,LRP022,24.9333049,91.6731382
50584,R281,58,LRP020,24.5127222,92.0250549
50585,R282,58,LRP015a,24.5325549,92.21730490000002
50587,R301,58,LRP025a,23.939083,90.6214438
50590,R310,58,LRP028a,24.0168327,90.6643056
50592,R312,58,LRP021e,24.1481663,90.5834441
50593,R313,58,LRP028,24.1293049,90.5852497
50594,R314,58,LRP021,24.2805549,90.5600556
50595,R315,58,LRP033b,24.0636667,90.2054722
50598,R360,58,LRP024a,24.6396108,90.60925
50600,R370,58,LRP028a,24.85175,90.62122159999998
50601,R371,58,LRP026,24.9528333,90.3494163
50605,R460,58,LRP024,25.0787771,90.0367219
50606,R480,58,LRP021,24.4557222,89.8346941
50607,R504,58,LRP021b,23.8125,90.076916
50608,R506,58,LRP020g,23.9905274,89.84677740000001
50611,R545,58,LRP026a,24.8485274,89.1229438
50613,R547,58,LRP028,25.016305600000003,88.8010556
50614,R548,58,LRP037,24.5292771,88.9614444
50615,R549,58,LRP018,25.0894163,88.992583
50616,R550,58,LRP020a,25.06175,89.1776938
50618,R556,58,LRP016a,25.5829438,89.12777709999999
50621,R560,58,LRP031b,26.0287493,89.0214993
50623,R585,58,LRP028,25.3052778,89.2126667
50626,R601,58,LRP040,23.8472219,89.55586109999999
50629,R604,58,LRP028b,24.2568889,89.32797159999998
50633,R685,58,LRP023,24.55325,88.6639444
50634,R710,58,LRP029,23.7516944,89.47436040000001
50638,R720,58,LRP024c,23.3219438,89.4954441
50640,R745,58,LRP022,23.8969719,88.8908052
50642,R747,58,LRP025d,23.7680271,88.945583
50643,R748,58,LRP031,23.4256104,88.82380490000001
50644,R749,58,LRP023a,23.6434163,88.64697190000001
50645,R755,58,LRP025b,22.9245549,89.2190827
50646,R760,58,LRP028a,22.8359163,89.31111109999999
50647,R765,58,LRP023a,22.8790549,89.0298882
50648,R770,58,LRP023,22.6294438,89.8237493
50654,R812,58,LRP025,23.5048056,90.427916
50657,R820,58,LRP031,23.6472219,90.1763882
50660,R850,58,LRP037,23.016333300000003,89.83533299999999
50662,R860,58,LRP016a,23.1768604,90.288583
50664,R870,58,LRP021,22.6402497,90.1753882
50665,R880,58,LRP025a,22.1651667,90.2529444
50666,R881,58,LRP030,21.9037222,90.1428608
50667,R890,58,LRP032a,22.4884163,90.7461108
50669,Z1001,58,LRP009f,21.430166,92.1653889
50671,Z1004,58,LRP011d,21.6315827,91.9215827
50672,Z1005,58,LRP025a,21.7190827,92.2354441
50673,Z1007,58,LRP013a,21.8668604,92.146083
50676,Z1012,58,LRP012f,22.451277800000003,91.9683604
50677,Z1013,58,LRP019,22.0385274,92.1141111
50679,Z1017,58,LRP018a,23.6251938,90.9692493
50681,Z1019,58,LRP017a,22.0856663,91.9522778
50685,Z1026,58,LRP019,22.2536944,92.1513333
50688,Z1030,58,LRP021a,23.9569722,91.2805271
50689,Z1031,58,LRP023,23.0331104,91.5240549
50691,Z1033,58,LRP023,23.2227771,91.4479163
50692,Z1034,58,LRP024,22.8640278,91.43072159999998
50693,Z1035,58,LRP018a,23.1778327,91.4556944
50699,Z1041,58,LRP023a,23.6448886,91.1068889
50700,Z1042,58,LRP021b,23.6196104,90.9305271
50702,Z1044,58,LRP021b,23.380666,90.858
50706,Z1048,58,LRP020,23.1249438,91.2345552
50710,Z1052,58,LRP022b,23.3904163,91.0676382
50722,Z1065,58,LRP018c,22.3804993,91.9506944
50724,Z1069,58,LRP040,23.4670549,90.6939719
50725,Z1070,58,LRP013a,22.2104722,91.9312771
50728,Z1076,58,LRP015e,21.7883052,91.8479719
50729,Z1081,58,LRP020,22.9670549,91.475916
50731,Z1084,58,LRP040a,22.6143056,91.6123056
50737,Z1098,58,LRP018b,21.272166,92.05
50750,Z1130,58,LRP022d,21.5168882,92.1627222
50754,Z1134,58,LRP013a,22.9922219,91.5105833
50759,Z1205,58,LRP018a,23.6694716,90.8154167
50760,Z1206,58,LRP017a,23.786638600000003,90.9921386
50765,Z1221,58,LRP021,23.7651944,90.918916
50766,Z1401,58,LRP026,23.317166,91.9815549
50767,Z1402,58,LRP018b,23.3580556,90.7634444
50769,Z1405,58,LRP030,22.7246104,90.9045
50770,Z1407,58,LRP023c,23.1308882,90.9157222
50779,Z1421,58,LRP026a,22.958027800000004,91.2208882
50780,Z1422,58,LRP022a,23.0754993,90.844833
50785,Z1429,58,LRP023,22.8664722,90.9278882
50786,Z1430,58,LRP020c,23.162,90.9613611
50795,Z1441,58,LRP024a,22.90125,91.273916
50799,Z1445,58,LRP017,23.3367774,90.7549722
50810,Z1510,58,LRP021b,23.0111667,90.9699438
50813,Z1603,58,LRP025,23.2546667,92.1084167
50814,Z1604,58,LRP026,23.2946663,91.8984441
50815,Z1605,58,LRP029,23.040833,92.1388886
50817,Z1608,58,LRP030b,23.2324716,91.8100556
