,road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc
1751,N8,28.023,RCC Girder Bridge,LRP028a,SRINAGOR FERIGHUT BRIDGE,79.2,A,102156,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,28.023,8.95,1998.0,4.0,Dhaka,Dhaka,Munshiganj,Sreenagar,23.5275,90.2884166666666,bcs1
1752,N8,28.023,RCC Girder Bridge,LRP028a,v,79.5,A,120158,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,28.023,,,,Dhaka,Dhaka,Munshiganj,Sreenagar,23.5213918536231,90.2823565173913,road_interpolate
1753,N8,28.954,Box Culvert,LRP028c,KAMARKHOLA BOX CULVERT,10.3,A,102161,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,28.954,10.3,2000.0,2.0,Dhaka,Dhaka,Munshiganj,Sreenagar,23.5214,90.2822777777777,bcs1
1754,N8,31.237,Box Culvert,LRP031a,SHOMOS PUR BOX CULVERT,10.3,A,102163,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,31.237,10.3,2000.0,2.0,Dhaka,Dhaka,Munshiganj,Sreenagar,23.5025277777777,90.27325,bcs1
1755,N8,32.546,Box Culvert,LRP032a,DOGACHIBAZAR(2),10.3,A,102166,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,32.546,10.3,2002.0,2.0,Dhaka,Dhaka,Munshiganj,Sreenagar,23.4914722222222,90.2692222222222,bcs1
1756,N8,33.212,Box Culvert,LRP033a,KHANBARI BOX CULVERT SARM,10.3,A,102167,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,33.212,10.3,2002.0,2.0,Dhaka,Dhaka,Munshiganj,Sreenagar,23.4856666666666,90.2679166666666,bcs1
1757,N8,46.246,Truss with RCC Slab,LRP046a,Shibchar Bridge,41.7,A,118964,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,46.246,,,,Gopalganj,Gopalganj,Madaripur,Bhanga,23.408484847,90.1724886258,road_interpolate
1758,N8,46.246,Truss with RCC Slab,LRP046a,.,41.7,A,108496,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,46.246,9.73,2004.0,1.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.4102777777777,90.1744444444444,bcs1
1759,N8,47.97,Box Culvert,LRP048a,.,4.6,A,109918,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,47.97,14.1,2004.0,1.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.4025,90.1586111111111,bcs1
1760,N8,48.702,Steel Beam & RCC Slab,LRP049a,Pachchar Bridge,46.0,A,118965,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,48.702,,,,Gopalganj,Gopalganj,Madaripur,Bhanga,23.4030940018918,90.1493778713513,road_interpolate
1761,N8,48.702,Steel Beam & RCC Slab,LRP049a,Pacchar Bridge.,46.04,A,109923,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,48.702,9.8,1993.0,2.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.4030555555555,90.1522222222222,bcs1
1762,N8,49.89,Box Culvert,LRP050a,.,3.6,A,109925,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,49.89,13.6,2004.0,1.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.4022222222222,90.1397222222222,bcs1
1763,N8,50.669,PC Girder Bridge,LRP051a,Bandarkhola Bridge,30.0,A,118966,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,50.669,,,,Gopalganj,Gopalganj,Madaripur,Bhanga,23.3995552,90.1307493,road_chainage
1764,N8,50.669,PC Girder Bridge,LRP051a,.,30.0,A,108500,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,50.669,10.0,2004.0,1.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.4011111111111,90.1338888888888,bcs1
1765,N8,50.97,Box Culvert,LRP051c,.,12.14,A,109928,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,50.97,13.55,2004.0,2.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.3994444444444,90.1308333333333,bcs1
1766,N8,52.664,Box Culvert,LRP053a,.,5.6,A,108503,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,52.664,14.4,2004.0,1.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.3869444444444,90.1258333333333,bcs1
1767,N8,53.122,PC Girder Bridge,LRP053b,Daulatpur Bridge,74.66,A,118967,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,53.122,,,,Gopalganj,Gopalganj,Madaripur,Bhanga,23.3783049,90.1141389,road_precise
1768,N8,53.122,PC Girder Bridge,LRP053b,.,74.76,A,108507,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,53.122,9.97,2004.0,3.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.3825,90.125,bcs1
1769,N8,53.95,PC Girder Bridge,LRP054a,Hazi Shariatullah Bridge,456.0,A,118968,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,53.95,10.0,2005.0,10.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.3791666666666,90.1183333333333,bcs1
1770,N8,56.073,Box Culvert,LRP056a,.,2.6,A,108514,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,56.073,17.2,2004.0,1.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.3733333333333,90.0994444444444,bcs1
1771,N8,56.49,Box Culvert,LRP056b,.,2.6,A,108518,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,56.49,15.5,2004.0,1.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.3725,90.0966666666666,bcs1
1772,N8,59.524,Box Culvert,LRP059a,.,11.0,A,108522,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,59.524,13.6,2004.0,2.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.3694444444444,90.0661111111111,bcs1
1773,N8,61.158,Steel Beam & RCC Slab,LRP061a,Salildia Bridge.,23.0,A,108528,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,61.158,9.8,1993.0,1.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.37,90.05,bcs1
1774,N8,61.158,Steel Beam & RCC Slab,LRP061a,Solildia Bridge,23.0,A,118969,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,61.158,,,,Gopalganj,Gopalganj,Madaripur,Bhanga,23.3701382,90.0459719,road_precise
1775,N8,61.571,Box Culvert,LRP062a,.,10.2,A,108529,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,61.571,13.5,2004.0,2.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.3702777777777,90.0461111111111,bcs1
1776,N8,62.551,Box Culvert,LRP062b,.,11.0,A,108533,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,62.551,14.0,1993.0,2.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.3705555555555,90.0363888888889,bcs1
1777,N8,62.922,Box Culvert,LRP063a,.,11.14,A,108535,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,62.922,13.35,2004.0,2.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.3716666666666,90.0330555555555,bcs1
1778,N8,64.307,Truss with RCC Slab,LRP064a,.,32.6,A,108540,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,64.307,9.7,2004.0,1.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.3761111111111,90.0205555555555,bcs1
1779,N8,64.974,Box Culvert,LRP065a,.,11.2,A,108542,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,64.974,13.5,1993.0,2.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.3777777777777,90.0141666666666,bcs1
1780,N8,65.49,Box Culvert,LRP065c,.,5.8,A,108548,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,65.49,13.6,2004.0,1.0,Gopalganj,Gopalganj,Madaripur,Bhanga,23.3791666666666,90.0094444444444,bcs1
1781,N8,65.94,Truss with RCC Slab,LRP066a,.,77.76,A,108551,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,65.94,9.75,2004.0,1.0,Gopalganj,Gopalganj,Madaripur,Madaripur,23.3808333333333,90.0052777777777,bcs1
1782,N8,65.94,Truss with RCC Slab,LRP066a,Bogail Bridge,77.76,A,118971,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,65.94,,,,Gopalganj,Gopalganj,Madaripur,Madaripur,23.3820568727447,90.0023285111324,road_interpolate
1783,N8,66.78,Box Culvert,LRP067a,.,5.8,A,108571,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,66.78,13.6,2004.0,1.0,Gopalganj,Gopalganj,Madaripur,Madaripur,23.3841666666666,89.9977777777777,bcs1
1784,N8,67.625,Box Culvert,LRP068a,.,11.1,A,108575,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,67.625,13.55,2004.0,2.0,Gopalganj,Gopalganj,Madaripur,Madaripur,23.3872222222222,89.9905555555555,bcs1
1785,N8,67.909,Truss with RCC Slab,LRP068c,Purbo Hashemdi Bridge,28.0,A,118972,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,67.909,,,,Gopalganj,Gopalganj,Madaripur,Madaripur,23.3896411282926,89.9848301439024,road_interpolate
1786,N8,67.909,Truss with RCC Slab,LRP068c,.,28.0,A,108581,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,67.909,9.7,1993.0,1.0,Gopalganj,Gopalganj,Madaripur,Madaripur,23.3883333333333,89.9880555555555,bcs1
1787,N8,72.271,Box Culvert,LRP073a,.,5.2,A,108602,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,72.271,9.5,1993.0,1.0,Gopalganj,Gopalganj,Madaripur,Madaripur,23.3605555555555,90.0,bcs1
1788,N8,79.644,RCC Girder Bridge,LRP080b,Dignagar Bridge.,133.12,A,108805,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,79.644,7.0,1982.0,5.0,Gopalganj,Gopalganj,Madaripur,Madaripur,23.2952777777777,90.0016666666666,bcs1
1789,N8,80.062,Box Culvert,LRP081a,.,6.75,A,108808,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,80.062,9.5,1995.0,1.0,Gopalganj,Gopalganj,Madaripur,Madaripur,23.2930555555555,90.0047222222222,bcs1
1790,N8,80.731,Box Culvert,LRP081b,.,6.7,A,108813,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,80.731,9.5,1995.0,1.0,Gopalganj,Gopalganj,Madaripur,Madaripur,23.2883333333333,90.0088888888888,bcs1
1791,N8,87.263,Truss with RCC Slab,LRP088a,Takerhat Bridge.,121.41,A,108869,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,87.263,8.7,1990.0,2.0,Gopalganj,Gopalganj,Madaripur,Madaripur,23.2311111111111,90.0202777777777,bcs1
1792,N8,88.744,PC Girder Bridge,LRP089a,.,30.0,A,108873,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,88.744,9.9,1993.0,1.0,Gopalganj,Gopalganj,Madaripur,Madaripur,23.2186111111111,90.0222222222222,bcs1
1793,N8,96.879,Baily with Steel Deck,LRP098a,.,121.5,A,108926,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,96.879,8.24,1998.0,4.0,Barisal,Barisal,Barisal,Barisal-1,23.1855555555555,90.0894444444444,bcs1
1794,N8,100.676,Baily with Steel Deck,LRP101a,.,42.8,A,108948,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,100.676,8.7,1999.0,1.0,Barisal,Barisal,Barisal,Barisal-1,23.1727777777777,90.1233333333333,bcs1
1795,N8,102.006,Box Culvert,LRP103a,.,6.05,A,108956,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,102.006,9.45,1998.0,1.0,Barisal,Barisal,Barisal,Barisal-1,23.1641666666666,90.1319444444444,bcs1
1796,N8,105.285,Box Culvert,LRP106a,.,10.1,A,109001,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,105.285,9.65,1994.0,2.0,Barisal,Barisal,Barisal,Barisal-1,23.1397222222222,90.15,bcs1
1797,N8,109.524,RCC Girder Bridge,LRP110c,.,12.1,A,109021,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,109.524,7.1,1996.0,1.0,Barisal,Barisal,Barisal,Barisal-1,23.1113888888888,90.1777777777777,bcs1
1798,N8,116.478,Box Culvert,LRP117a,.,6.73,A,109171,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,116.478,12.05,1988.0,1.0,Barisal,Barisal,Barisal,Barisal-1,23.0605555555555,90.2091666666666,bcs1
1799,N8,117.779,Slab Culvert,LRP119a,.,6.6,A,109179,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,117.779,7.2,1996.0,1.0,Barisal,Barisal,Barisal,Barisal-1,23.0488888888888,90.2091666666666,bcs1
1800,N8,119.022,Box Culvert,LRP120a,.,6.73,A,109182,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,119.022,9.37,1996.0,1.0,Barisal,Barisal,Barisal,Barisal-1,23.0377777777777,90.2097222222222,bcs1
1801,N8,120.254,Box Culvert,LRP121a,.,6.78,A,109190,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,120.254,12.1,1992.0,1.0,Barisal,Barisal,Barisal,Barisal-1,23.0269444444444,90.2088888888889,bcs1
1802,N8,123.18,RCC Girder Bridge,LRP124a,Nilkhola bridge,31.05,A,119003,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,123.18,,,,Barisal,Barisal,Barisal,Barisal-1,22.9973052,90.2221382,road_precise
1803,N8,123.18,RCC Girder Bridge,LRP124a,.,31.05,A,109208,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,123.18,8.65,1997.0,3.0,Barisal,Barisal,Barisal,Barisal-1,23.0036111111111,90.2222222222222,bcs1
1804,N8,123.876,RCC Girder Bridge,LRP125a,.,26.95,A,109218,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,123.876,8.7,1995.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.9972222222222,90.2222222222222,bcs1
1805,N8,125.326,Box Culvert,LRP126a,.,1.86,A,109225,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,125.326,9.5,1994.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.9816666666666,90.2225,bcs1
1806,N8,126.358,RCC Girder Bridge,LRP127b,.,43.0,A,109237,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,126.358,7.1,1995.0,3.0,Barisal,Barisal,Barisal,Barisal-1,22.9749999999999,90.2225,bcs1
1807,N8,127.737,RCC Girder Bridge,LRP129a,.,27.5,A,109241,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,127.737,7.1,1994.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.9627777777777,90.2247222222222,bcs1
1808,N8,129.171,Arch Masonry,LRP130b,.,5.0,A,109243,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,129.171,6.2,1984.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.9508333333333,90.2291666666666,bcs1
1809,N8,129.516,Steel Beam & RCC Slab,LRP130c,.,13.0,A,109247,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,129.516,7.0,1994.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.9477777777777,90.23,bcs1
1810,N8,129.866,Steel Beam & RCC Slab,LRP131a,.,9.7,A,109252,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,129.866,7.0,1993.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.945,90.2316666666666,bcs1
1811,N8,130.591,Box Culvert,LRP131c,.,6.8,A,109255,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,130.591,12.1,1993.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.9388888888888,90.2347222222222,bcs1
1812,N8,131.253,Box Culvert,LRP132a,.,3.4,A,109258,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,131.253,9.5,1993.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.9338888888888,90.2380555555555,bcs1
1813,N8,132.255,Box Culvert,LRP133c,.,6.6,A,109263,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,132.255,9.5,1994.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.9261111111111,90.2425,bcs1
1814,N8,134.507,RCC Bridge,LRP135b,.,17.1,A,109275,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,134.507,8.25,1996.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.9066666666666,90.2486111111111,bcs1
1815,N8,135.426,Box Culvert,LRP136a,.,3.65,A,109278,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,135.426,12.1,1997.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.8988888888888,90.2519444444444,bcs1
1816,N8,135.791,Box Culvert,LRP137a,.,3.6,A,109285,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,135.791,12.1,1997.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.8961111111111,90.2536111111111,bcs1
1817,N8,136.372,Box Culvert,LRP137b,.,3.6,A,109287,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,136.372,12.2,1996.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.8916666666666,90.2563888888888,bcs1
1818,N8,137.399,Box Culvert,LRP138c,.,3.65,A,109299,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,137.399,12.0,1997.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.8830555555555,90.2605555555555,bcs1
1819,N8,138.257,Box Culvert,LRP139b,.,5.0,A,109310,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,138.257,9.5,1994.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.8761111111111,90.2638888888888,bcs1
1820,N8,140.466,RCC Bridge,LRP141a,.,8.3,A,109312,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,140.466,15.4,1994.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.8611111111111,90.2580555555555,bcs1
1821,N8,141.681,Box Culvert,LRP143a,.,8.5,A,109316,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,141.681,15.4,1996.0,2.0,Barisal,Barisal,Barisal,Barisal-1,22.8522222222222,90.2519444444444,bcs1
1822,N8,145.048,PC Girder Bridge,LRP146a,Jalil bridge,289.95,A,119016,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,145.048,,,,Barisal,Barisal,Barisal,Barisal-1,22.8260273454965,90.2613518660508,road_interpolate
1823,N8,145.048,PC Girder Bridge,LRP146a,Jalil Bridge.,289.95,A,109348,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,145.048,9.9,2003.0,6.0,Barisal,Barisal,Barisal,Barisal-1,22.825,90.2622222222222,bcs1
1824,N8,147.561,PC Girder Bridge,LRP148a,Capt. Mohiuddin Jahangir bridge,386.94,A,119017,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,147.561,,,,Barisal,Barisal,Barisal,Barisal-1,22.8068333,90.2816104,road_precise
1825,N8,147.561,PC Girder Bridge,LRP148a,Capt. Mohiuddin Jahangir Bridge.,386.94,A,109352,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,147.561,10.0,2003.0,8.0,Barisal,Barisal,Barisal,Barisal-1,22.81,90.28,bcs1
1826,N8,149.874,RCC Bridge,LRP151a,.,10.3,A,109356,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,149.874,23.2,1997.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.7963888888888,90.2944444444444,bcs1
1827,N8,150.977,RCC Girder Bridge,LRP152c,Rahamatpur bridge,32.3,A,119019,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,150.977,,,,Barisal,Barisal,Barisal,Barisal-1,22.7912572381818,90.3000166672727,road_interpolate
1828,N8,150.977,RCC Girder Bridge,LRP152c,.,32.3,A,109398,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,150.977,7.0,1991.0,2.0,Barisal,Barisal,Barisal,Barisal-1,22.79,90.2997222222222,bcs1
1829,N8,151.402,Box Culvert,LRP153a,.,3.05,A,109403,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,151.402,13.7,1989.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.7863888888888,90.2997222222222,bcs1
1830,N8,151.872,Box Culvert,LRP153b,.,3.6,A,109407,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,151.872,12.1,1994.0,1.0,Barisal,Barisal,Barisal,Barisal-1,22.7827777777777,90.3019444444444,bcs1
1831,N8,152.597,Box Culvert,LRP154a,.,3.9,A,109414,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,152.597,13.9,1995.0,1.0,Barisal,Barisal,Barisal,Barisal-2,22.7769444444444,90.3055555555555,bcs1
1832,N8,153.753,Box Culvert,LRP155a,.,3.6,A,109417,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,153.753,12.1,1997.0,1.0,Barisal,Barisal,Barisal,Barisal-2,22.7677777777777,90.3105555555555,bcs1
1833,N8,154.611,RCC Bridge,LRP156a,.,6.75,A,109421,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,154.611,7.25,1995.0,1.0,Barisal,Barisal,Barisal,Barisal-2,22.7608333333333,90.3141666666666,bcs1
1834,N8,156.101,Box Culvert,LRP157c,.,3.6,A,109423,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,156.101,12.15,1995.0,1.0,Barisal,Barisal,Barisal,Barisal-2,22.7488888888888,90.3211111111111,bcs1
1835,N8,156.557,Box Culvert,LRP158a,.,3.6,A,109424,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,156.557,12.0,1994.0,1.0,Barisal,Barisal,Barisal,Barisal-2,22.745,90.3222222222222,bcs1
1836,N8,157.892,Box Culvert,LRP159a,.,3.6,A,109428,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,157.892,12.1,1994.0,1.0,Barisal,Barisal,Barisal,Barisal-2,22.7352777777777,90.3297222222222,bcs1
1837,N8,160.008,Arch Masonry,LRP161a,.,2.6,A,109435,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,160.008,6.1,1993.0,1.0,Barisal,Barisal,Barisal,Barisal-2,22.7211111111111,90.3422222222222,bcs1
1838,N8,160.486,Arch Masonry,LRP162a,.,3.6,A,109438,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,160.486,6.15,1994.0,1.0,Barisal,Barisal,Barisal,Barisal-2,22.7180555555555,90.3455555555555,bcs1
1839,N8,161.176,Steel Beam & RCC Slab,LRP162c,.,9.7,A,109442,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,161.176,7.0,1997.0,1.0,Barisal,Barisal,Barisal,Barisal-2,22.7133333333333,90.3494444444444,bcs1
1840,N8,163.536,Steel Beam & RCC Slab,LRP165a,.,12.8,A,109455,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,163.536,7.0,1995.0,1.0,Barisal,Barisal,Barisal,Barisal-2,22.6927777777777,90.3547222222222,bcs1
1841,N8,167.439,Box Culvert,LRP169a,.,3.6,A,109469,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,167.439,12.1,1993.0,1.0,Barisal,Barisal,Barisal,Barisal-2,22.6624999999999,90.3458333333333,bcs1
1842,N8,170.52,RCC Bridge,LRP172a,.,8.1,A,109473,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,170.52,11.2,1996.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.6386111111111,90.3425,bcs1
1843,N8,171.52,Box Culvert,LRP173a,.,6.8,A,109474,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,171.52,12.1,1994.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.6272222222222,90.3380555555555,bcs1
1844,N8,173.1,Box Culvert,LRP174a,.,3.7,A,109725,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,173.1,12.1,1997.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.6080555555555,90.3338888888888,bcs1
1845,N8,174.867,Box Culvert,LRP176a,.,6.8,A,109733,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,174.867,12.1,1994.0,1.0,Barisal,Barisal,Barisal,Barisal-2,22.5924999999999,90.3366666666666,bcs1
1846,N8,175.538,Box Culvert,LRP176b,.,10.1,A,109734,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,175.538,7.25,1994.0,2.0,Barisal,Barisal,Barisal,Barisal-2,22.5866666666666,90.3380555555555,bcs1
1847,N8,178.35,Box Culvert,LRP179a,.,5.1,A,109740,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,178.35,12.1,1993.0,1.0,Barisal,Patuakhali,Patuakhali,Patuakhali,22.5625,90.3363888888888,bcs1
1848,N8,179.713,Box Culvert,LRP180a,.,10.0,A,109747,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,179.713,12.1,1995.0,2.0,Barisal,Patuakhali,Patuakhali,Patuakhali,22.5505555555555,90.3347222222222,bcs1
1849,N8,180.584,Box Culvert,LRP181a,.,3.6,A,109750,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,180.584,12.1,1996.0,1.0,Barisal,Patuakhali,Patuakhali,Patuakhali,22.5427777777777,90.3325,bcs1
1850,N8,180.819,Baily with Steel Deck,LRP182a,.,33.5,A,109757,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,180.819,3.9,1992.0,1.0,Barisal,Patuakhali,Patuakhali,Patuakhali,22.5408333333333,90.3333333333333,bcs1
1851,N8,181.496,Box Culvert,LRP182c,.,3.6,A,109760,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,181.496,12.25,1997.0,1.0,Barisal,Patuakhali,Patuakhali,Patuakhali,22.5358333333333,90.3341666666666,bcs1
