,road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc
95,N1,167.963,Box Culvert,LRP169a,BAROYARHAT BOX CULVERT,3.0,A,101236,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,167.963,12.5,1990.0,1.0,Comilla,Noakhali,Feni,Feni-1,22.8922777777777,91.5353055555555,bcs1
96,N1,169.933,Box Culvert,LRP171a,UTTOR SONAPAR BOX CULVERT,4.3,A,101239,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,169.933,12.5,1991.0,2.0,Comilla,Noakhali,Feni,Feni-1,22.8751944444444,91.5406666666666,bcs1
97,N1,170.174,Box Culvert,LRP171b,CHAIRMEN BARI BOX CULVERT,2.0,A,101240,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,170.174,10.3,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8731666666666,91.5414166666666,bcs1
98,N1,170.725,Box Culvert,LRP171c,MADDAM SONAPAR(1) BOX CULVERT,1.5,A,101242,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,170.725,12.5,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8684166666666,91.5431111111111,bcs1
99,N1,171.554,Box Culvert,LRP172a,DHARBAR TILA CULVERT,4.3,A,101245,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,171.554,12.55,1996.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.86125,91.5453055555555,bcs1
100,N1,171.728,Box Culvert,LRP172b,MADDUM SONAPHAR-3,2.0,A,101247,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,171.728,12.5,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8596388888888,91.5429722222222,bcs1
101,N1,172.122,Box Culvert,LRP173a,MAMAFOUN ASTANA CULVERT,1.5,A,101243,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,172.122,12.5,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8561666666666,91.5456944444444,bcs1
102,N1,172.23,Slab Culvert,LRP173b,MAMAFAKIR ASTANA SLAB CULVERT,1.5,A,101244,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,172.23,12.5,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8551388888888,91.54575,bcs1
103,N1,172.969,Box Culvert,LRP174a,MASTANNAGOR BONCUL(1),8.5,A,101249,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,172.969,12.4,1996.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8485555555555,91.5463333333333,bcs1
104,N1,173.35,Box Culvert,LRP174b,MUSTAU NOGAR(2),3.0,A,101251,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,173.35,12.5,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.84525,91.5474722222222,bcs1
105,N1,173.585,Box Culvert,LRP174c,MASTARI HAGOR 3 CULVERT,1.5,A,100547,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,173.585,12.5,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8432777777777,91.5481666666666,bcs1
106,N1,173.859,Box Culvert,LRP175a,MUSTAN NAGAR -4,3.0,A,100552,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,173.859,12.5,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8409166666666,91.5488888888888,bcs1
107,N1,174.804,Box Culvert,LRP175b,RAIPUR BOX CUL-1,3.0,A,100550,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,174.804,12.2,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.84075,91.5501388888888,bcs1
108,N1,175.013,Box Culvert,LRP176a,RAIPUR (2) BOX CULVERT,4.5,A,112534,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,175.013,12.2,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8304166666666,91.5506111111111,bcs1
109,N1,179.363,Box Culvert,LRP181a,MIRSARAI BOX CUL,4.5,A,100557,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,179.363,12.2,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7934444444444,91.5632222222222,bcs1
110,N1,181.825,Box Culvert,LRP183b,Mirsorai(2) box culvert,6.0,A,100576,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,181.825,12.1,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7733055555555,91.5733055555555,bcs1
111,N1,182.318,Box Culvert,LRP184a,IANAINIPOL BOX CULVERT.,9.7,A,100560,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,182.318,11.0,1989.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7693888888888,91.5755277777777,bcs1
112,N1,183.296,Box Culvert,LRP185a,BOKIMTOLA BOX CULVERT,4.0,A,100575,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,183.296,12.8,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7622222222222,91.5810555555555,bcs1
113,N1,184.654,Box Culvert,LRP186a,VARTAKA BOX CULVERT,12.9,A,100545,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,184.654,12.7,1999.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7526666666666,91.5892777777777,bcs1
114,N1,185.058,Box Culvert,LRP187a,VARTAGIA BOX CULVERT,3.0,A,100546,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,185.058,12.45,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7496944444444,91.5915555555555,bcs1
115,N1,188.35,Box Culvert,LRP190a,NIAZAMPUR BOX CULVERT,3.0,A,100549,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,188.35,12.2,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7221111111111,91.603,bcs1
116,N1,189.058,Box Culvert,LRP191a,MIRJAPUR BOX CULVERT,3.0,A,100551,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,189.058,12.2,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7165277777777,91.6064444444444,bcs1
117,N1,189.13,Box Culvert,LRP191b,MIRZAPUR (2) BOX CULVERT,3.0,A,100574,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,189.13,12.2,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7159999999999,91.6069166666666,bcs1
118,N1,191.107,Box Culvert,LRP193a,DUKHIN UTHPAR BOX CULVERT,19.2,A,100556,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,191.107,12.2,1986.0,4.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7001944444444,91.6154166666666,bcs1
119,N1,192.408,Box Culvert,LRP194a,VANGGARPOL BOX CULVERT,4.2,A,100558,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,192.408,12.2,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6895555555555,91.6208055555555,bcs1
120,N1,192.95,Box Culvert,LRP195a,BORO KAMALDA BOX CULVERT,3.2,A,100561,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,192.95,12.2,1984.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6850833333333,91.6228055555555,bcs1
121,N1,194.149,Box Culvert,LRP196a,TARAT BOX CULVERT,6.0,A,100562,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,194.149,12.1,1990.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6751666666666,91.6274166666666,bcs1
122,N1,194.998,Box Culvert,LRP197a,Tarial Bazar Culvert,3.0,A,100563,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,194.998,12.2,1990.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6679166666666,91.6300555555555,bcs1
123,N1,195.501,Box Culvert,LRP197b,MIRJA PUR (3) BOX CULVERT,3.0,A,100564,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,195.501,12.1,1984.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6637222222222,91.6320833333333,bcs1
124,N1,196.038,Box Culvert,LRP198a,SATU DURUAR HAT BOX CULVERT,3.0,A,100565,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,196.038,12.2,1986.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6597777777777,91.6349444444444,bcs1
125,N1,196.925,Box Culvert,LRP199a,RONA SORA CULVERT,3.1,A,100566,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,196.925,12.2,1984.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6527777777777,91.6390555555555,bcs1
126,N1,197.39,Box Culvert,LRP199b,NUNA CHARA BOX CULVERT,4.6,A,100567,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,197.39,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6489722222222,91.641,bcs1
127,N1,197.846,Box Culvert,LRP199c,BOTTOL BOX CULVERT,12.4,A,100569,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,197.846,12.1,1992.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6453333333333,91.6429722222222,bcs1
128,N1,199.279,Box Culvert,LRP201a,KACHAI PATH BOX CULVERT,3.0,A,100568,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,199.279,12.1,2003.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6338888888888,91.6493611111111,bcs1
129,N1,199.502,Box Culvert,LRP201b,KACHAI POTTI BOX CULVERT,3.0,A,100570,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,199.502,12.1,1999.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6320277777777,91.6502777777777,bcs1
130,N1,200.277,Box Culvert,LRP202a,EGOL PUR BOX CULVERT,3.0,A,100572,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,200.277,12.13,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6259166666666,91.654,bcs1
131,N1,200.918,Slab Culvert,LRP203a,SITAKUNDA SLAB,3.0,A,100573,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,200.918,12.2,1983.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6208611111111,91.6569722222222,bcs1
132,N1,201.52,Box Culvert,LRP203b,MOHADAB PUR BOX CULVERT,3.0,A,100577,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,201.52,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6161944444444,91.6599722222222,bcs1
133,N1,201.999,Slab Culvert,LRP204a,PURBOMOHADAB PUR SLAB CULVERT(L),4.6,A,100609,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,201.999,12.2,1980.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6123611111111,91.6621666666666,bcs1
134,N1,201.999,Box Culvert,LRP204a,DULAHAJRA(R),4.6,A,112535,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,201.999,12.2,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6123611111111,91.6620833333333,bcs1
135,N1,202.435,Box Culvert,LRP205a,MADICAL MORE CULVERT,3.0,A,100579,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,202.435,12.2,1986.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6088333333333,91.6640555555555,bcs1
136,N1,203.457,Box Culvert,LRP206a,DOKHIN MOHADEB PUR BOX CULVERT,2.95,A,100578,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,203.457,12.2,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6009444444444,91.6693055555555,bcs1
137,N1,204.765,Box Culvert,LRP207a,HATILOTA BOX CULVERT,4.5,A,100582,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,204.765,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5905555555555,91.6754166666666,bcs1
138,N1,206.3,Box Culvert,LRP208d,BAROGINDO CULVERT,2.5,A,100585,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,206.3,12.2,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5779722222222,91.6810833333333,bcs1
139,N1,206.866,Box Culvert,LRP209a,BARO-CUNDHOW BOX CULVERT,10.2,A,100586,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,206.866,12.3,1990.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5731944444444,91.6830555555555,bcs1
140,N1,207.64,Box Culvert,LRP210a,PHPMORE BON CULVERT,3.0,A,100588,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,207.64,12.2,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5667777777777,91.6851388888888,bcs1
141,N1,207.913,Box Culvert,LRP210b,CHARA KANDI BOX CULVERT,8.2,A,100589,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,207.913,12.5,1985.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5640833333333,91.6858611111111,bcs1
142,N1,208.1,Box Culvert,LRP210d,R. R TEXTAIL BOX CULVERT,4.5,A,100590,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,208.1,12.2,1987.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5624722222222,91.6863055555555,bcs1
143,N1,209.024,Box Culvert,LRP211a,OHIDPUR BOX CULVERT,4.1,A,112536,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,209.024,12.8,1986.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5540555555555,91.6884444444444,bcs1
144,N1,210.476,Box Culvert,LRP213a,SOUTH BALSH KHALI BOX CULVERT,3.0,A,100592,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,210.476,12.2,1987.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5431111111111,91.69475,bcs1
145,N1,210.776,Box Culvert,LRP213b,DOKHIN BASH-KHALI BOX CULVERT,5.2,A,100594,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,210.776,10.3,2000.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5399166666666,91.6960555555555,bcs1
146,N1,211.433,Box Culvert,LRP214a,SOTTANA MONDIR CULVERT,8.2,A,100596,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,211.433,12.6,1986.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5347777777777,91.6982777777777,bcs1
147,N1,212.483,Box Culvert,LRP215a,GULAM JUTE MILE BOX CULVERT,3.0,A,100598,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,212.483,12.2,2004.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5261388888888,91.7024722222222,bcs1
148,N1,214.807,PC Girder Bridge,LRP217a,Chotokumir Bridge,41.11,A,121350,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,214.807,,,,Chittagong,Chittagong,Chittagong,Sitakunda,22.5165556,91.7065833,road_precise
149,N1,215.467,Box Culvert,LRP218a,ROYL CIMINT GATE CULVETRT,4.5,A,100601,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,215.467,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5030833333333,91.7132222222222,bcs1
150,N1,216.196,RCC Girder Bridge,LRP218b,GORA MARA RCC GIRDER BRIDGE,17.6,A,100605,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,216.196,9.7,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4961388888888,91.7159444444444,bcs1
151,N1,217.942,Box Culvert,LRP220a,BARAOWLLA BOX CULVERT,4.5,A,100607,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,217.942,12.2,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4819444444444,91.7201944444444,bcs1
152,N1,219.427,Box Culvert,LRP221a,HATIBORI BOX CULVERT,6.0,A,100610,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,219.427,12.1,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4693888888888,91.7250555555555,bcs1
153,N1,222.357,Box Culvert,LRP224a,KODOM RASUL BOX CULVERT,3.0,A,100612,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,222.357,12.1,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4450833333333,91.7360277777777,bcs1
154,N1,223.743,Box Culvert,LRP226a,HASNA BAD BOX CULVERT,3.0,A,100614,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,223.743,12.2,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4333055555555,91.7403055555555,bcs1
155,N1,224.053,RCC Girder Bridge,LRP226b,VATERIE BRIDGE,40.0,A,100615,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,224.053,18.0,1995.0,3.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4307222222222,91.7414722222222,bcs1
156,N1,228.029,Box Culvert,LRP230a,VATIARI CULVERT,5.0,A,100617,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,228.029,10.9,1996.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3978333333333,91.7576666666666,bcs1
157,N1,228.797,Box Culvert,LRP231a,T. B HOSPITAL GATE BOX CULVERT,3.0,A,100619,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,228.797,12.1,1984.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3920833333333,91.7592222222222,bcs1
158,N1,229.203,PC Girder Bridge,LRP231b,GAMMON BRIDGE,18.0,A,100618,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,229.203,20.2,1955.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3887777777777,91.7605833333333,bcs1
159,N1,230.13,Box Culvert,LRP232a,PAKKA MATA BOX CULVERT,3.0,A,112543,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,230.13,12.2,1951.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3812777777777,91.7653888888888,bcs1
160,N1,230.921,Box Culvert,LRP233a,GLAXO BOX CULVERT,8.3,A,100620,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,230.921,12.8,1990.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3764166666666,91.7704166666666,bcs1
161,N1,231.966,Box Culvert,LRP234a,CORNAIL HAT BOX CULVERT,3.0,A,100621,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,231.966,31.0,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3694722222222,91.7772777777777,bcs1
162,N1,242.898,RCC Girder Bridge,LRP238a,Bakulia Bridge,15.8,A,121356,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,242.898,,,,Chittagong,Chittagong,Chittagong,Chittagong,22.3522674714754,91.852622049836,road_interpolate
163,N1,244.975,RCC Girder Bridge,LRP240c,RAJAKHALI RCC GIDER BRIDGE,48.5,A,100632,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,244.975,9.2,1985.0,3.0,Chittagong,Chittagong,Chittagong,Chittagong,22.3374166666666,91.8542222222222,bcs1
164,N1,246.02,PC Box,LRP241a,Sha Amanot Bridge,954.5,A,121361,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,246.02,,,,Chittagong,Chittagong,Chittagong,Chittagong,22.3266451369152,91.852759390139,road_interpolate
165,N1,247.637,PC Girder Bridge,LRP242b,Shikalbaha Bridge,17.3,A,121083,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,247.637,,,,Chittagong,Chittagong,Dohazari,Patiya,22.3129265129032,91.856181916129,road_interpolate
166,N1,249.04,Box Culvert,LRP244a,SOUTH MITTACHORI,3.0,A,112537,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,249.04,12.2,1968.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3042222222222,91.8621111111111,bcs1
167,N1,249.674,Box Culvert,LRP244c,KADUMTOLI CULVERT,3.0,A,112542,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,249.674,12.2,1972.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2997777777777,91.8655833333333,bcs1
168,N1,250.215,Slab Culvert,LRP245a,ISLAMPUR CULVERT,1.5,A,112541,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,250.215,12.1,1993.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2950555555555,91.8673055555555,bcs1
169,N1,250.519,Box Culvert,LRP245b,NOLBILA CULVERT,3.0,A,112538,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,250.519,12.2,1992.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2925555555555,91.8686388888888,bcs1
170,N1,250.841,Box Culvert,LRP246a,SHIKALBAHA MORE,3.0,A,100638,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,250.841,13.4,1985.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.29175,91.8711944444444,bcs1
171,N1,251.281,Box Culvert,LRP246b,SHIKALBAHA BOX CULVERT,3.0,A,100639,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,251.281,13.4,1995.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2937777777777,91.8748055555555,bcs1
172,N1,251.538,PC Girder Bridge,LRP247a,Sikolbaha Bridge-1,116.13,A,121085,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,251.538,,,,Chittagong,Chittagong,Dohazari,Patiya,22.3427219,91.8531389,road_precise
173,N1,254.333,Box Culvert,LRP250a,KUSUMPUR BOX CULVERT,3.0,A,100643,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,254.333,12.15,1987.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3031111111111,91.9026666666666,bcs1
174,N1,255.505,Box Culvert,LRP251a,tassi bazer(R),3.0,A,112540,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,255.505,10.2,2000.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3070833333333,91.9126111111111,bcs1
175,N1,256.378,Box Culvert,LRP252a,MONSHA CULVERT,3.0,A,100647,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,256.378,12.2,1983.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3126111111111,91.9188333333333,bcs1
176,N1,256.89,Box Culvert,LRP252c,UTTOR SONAPUR,3.0,A,112539,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,256.89,10.3,1999.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3159722222222,91.9225555555555,bcs1
177,N1,257.94,Steel Beam & RCC Slab,LRP253a,Pirol,5.3,A,100728,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,257.94,7.0,1966.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3136388888888,91.9321944444444,bcs1
178,N1,259.795,Box Culvert,LRP255a,UZIRPUR HIGH SCHOOL,3.0,A,100685,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,259.795,10.3,1974.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3099166666666,91.94775,bcs1
179,N1,264.369,Box Culvert,LRP260a,PALYA BUS STATION,12.4,A,100666,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,264.369,12.7,1978.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2920833333333,91.9490555555555,bcs1
180,N1,267.818,Box Culvert,LRP263b,KHORNA CULVERT,3.0,A,100650,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,267.818,12.2,1985.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2725277777777,92.0056944444444,bcs1
181,N1,269.721,Box Culvert,LRP265a,MOJAFFARABAD,9.2,A,100672,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,269.721,12.2,1992.0,2.0,Chittagong,Chittagong,Dohazari,Patiya,22.2558055555555,92.0094166666666,bcs1
182,N1,269.99,Box Culvert,LRP265b,MOJAFFORABAD BOX CULVERT,6.0,A,100653,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,269.99,12.2,1978.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2536111111111,92.0115277777777,bcs1
183,N1,270.642,Box Culvert,LRP267a,MOJAFFORABAD,9.4,A,100652,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,270.642,12.2,1986.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2494722222222,92.0152222222222,bcs1
184,N1,271.89,Box Culvert,LRP268a,ROWSONAT CUL,14.0,A,100674,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,271.89,12.6,1991.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2410555555555,92.0215555555555,bcs1
185,N1,272.356,Box Culvert,LRP268b,KANCHANAGAR CUL,14.0,A,100676,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,272.356,10.3,1978.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.23725,92.0230277777777,bcs1
186,N1,273.878,Box Culvert,LRP270a,GASBAREA BOX CULVERT,14.0,A,100654,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,273.878,12.1,1991.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2240833333333,92.0271666666666,bcs1
187,N1,274.66,Box Culvert,LRP271a,GASBAREA COLLEGE BOX CULVERT,9.2,A,100655,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,274.66,9.7,1985.0,2.0,Chittagong,Chittagong,Dohazari,Patiya,22.2171388888888,92.0282222222222,bcs1
